chunk_id,doc_id,text,title,url,canonical_url,snapshot_url,domain,source_path,section,accessed_at,lastmod,publisher,selector,char_start,char_end,chunk_sha256,page_sha256,lang,tags
www_kumoh_ac_kr_bus_index_jsp_0001,www_kumoh_ac_kr_bus_index_jsp,"[공지] 2025-06-20 2025학년도 하계 계절학기 및 방학 대구통학버스 운행 안내
[공지] 2025-05-28 대구통학버스 예약 후 미탑승(노쇼) 제재 부과 알림
[공지] 2025-05-21 개교기념일(5.22.) 대구통학버스 미운행 안내
[공지] 2025-03-04 2025학년도 1학기 대구통학버스 운행 안내 ★등교노선 시간 변경, QR 노쇼 확인 실시, 취소가능 시간 조정★
[공지] 2025-02-25 대구통학버스 예약 오류 관련 공지

Fetched at: 2025-09-23T17:05:02
본문 바로가기
공지사항
노선예약 및 예약현황
노선예약 및 예약현황
대구통학버스 노선예약 및 예약현황을
확인하실 수 있습니다.
공지사항
대구통학버스 관련 공지사항을
확인하실 수 있습니다.
DAEGU SCHOOL BUS
대구통학버스
DAEGU SCHOOL BUS
모두가 안전하고 편리한
통학버스를 함께 만들어갑시다
더 높은 곳을 향해 도약하는 금오공과대학교
 대한민국을 이끌어 나갈 우수한 인재가 기지개를 켜는 곳 !
공지사항
2025학년도 하계 계절학기 및 방학 대구통학버스 운행 안내
2025-06-20
대구통학버스 예약 후 미탑승(노쇼) 제재 부과 알림
2025-05-28
",대구통학버스,https://www.kumoh.ac.kr/bus/index.jsp,https://www.kumoh.ac.kr/bus/index.jsp,data/fixtures/bus__index.jsp__8351bc078ebc87de.html,www.kumoh.ac.kr,/bus/index.jsp,bus,2025-09-23,,www.kumoh.ac.kr,body,0,607,553f73f7a34f6864e15b67d7cb41f97f0842baa293c1f1e008ab1f32a1b3d4c0,5e842274d1a61ad944b7c422411d6049dc5f65cc693b312092f821905b381bd9,ko,
www_kumoh_ac_kr_bus_index_jsp_0002,www_kumoh_ac_kr_bus_index_jsp,"025-06-20
대구통학버스 예약 후 미탑승(노쇼) 제재 부과 알림
2025-05-28
개교기념일(5.22.) 대구통학버스 미운행 안내
2025-05-21
2025학년도 1학기 대구통학버스 운행 안내 ★등교노선 시간 변경, QR 노쇼 확인 실시, 취소가능 시간 조정★
2025-03-04
대구통학버스 예약 오류 관련 공지
2025-02-25
Snapshot of
https://www.kumoh.ac.kr/bus/index.jsp",대구통학버스,https://www.kumoh.ac.kr/bus/index.jsp,https://www.kumoh.ac.kr/bus/index.jsp,data/fixtures/bus__index.jsp__8351bc078ebc87de.html,www.kumoh.ac.kr,/bus/index.jsp,bus,2025-09-23,,www.kumoh.ac.kr,body,557,798,9c4d8dd6e43e54fb94fc7f1324b2024c42d3ca262c4e0e32dfda8fd957ea717c,5e842274d1a61ad944b7c422411d6049dc5f65cc693b312092f821905b381bd9,ko,
www_kumoh_ac_kr_bus_notice_do_0001,www_kumoh_ac_kr_bus_notice_do,"Fetched at: 2025-09-23T17:19:23
HOME
공지사항
공지사항
공지사항
2025학년도 1학기 대구통학버스 운행 안내 ★등교노선 시간 변경, QR 노쇼 확인 실시, 취소가능 시간 조정★
작성자
임기덕
조회
2068
작성일
2025.03.04
첨부
대구통학버스 등교 노선 승차 위치(최종).pdf
2025 정규학기 대구통학버스 운행 노선 및 시간표(등교노선 출발경유 시각 조정).pdf
QR 스캔 방법.hwp
일부 등교 노선의 출발 경유 시각이 5.2.(금)부터 변경
됩니다.
1교시 대부분 및 3교시 수성구 노선
이 대상이오니
반드시 첨부 시간표 확인 및 바뀐 시각 숙지
바랍니다.
* 변경내용 전산 반영: 4.30.(수) ~ 5.1.(목) / 전산 반영 전까지 현재 시간표가 나타나니 예약 및 이용에 유의
또한
5.2.(금) 운행부터 QR코드 스캔을 통한 노쇼 확인
을 실시합니다.
첨부된 방법에 따라 QR코드를 스캔
하여
미실시에 따른 제재를 받지 않도록 유의
바랍니다.
* 노쇼 제재: 1회 1주일 / 2회 1개월 / 3회 4개월
(네이버 등 다른 앱을 통한 QR 스캔 및 미예약, 취소 노선 QR 스캔은 불가 / QR 미인식 또는 오류 발생)
아울러
",대구통학버스 | 공지사항 | 공지사항,https://www.kumoh.ac.kr/bus/notice.do?article.offset=0&articleLimit=10&articleNo=507607&mode=view,https://www.kumoh.ac.kr/bus/notice.do?article.offset=0&articleLimit=10&articleNo=507607&mode=view,data/fixtures/bus__notice.do__27de2066f248f1e9.html,www.kumoh.ac.kr,/bus/notice.do,bus,2025-09-23,,www.kumoh.ac.kr,body,0,603,ce1311b51525c276dc8e2c6815c6f941de90fe110ed055abedd485c1e330cd0d,f64cc7123807c360479de5dee490f26e686ee8ac6416e15dced93c93526eaabb,ko,
www_kumoh_ac_kr_bus_notice_do_0002,www_kumoh_ac_kr_bus_notice_do," 스캔 및 미예약, 취소 노선 QR 스캔은 불가 / QR 미인식 또는 오류 발생)
아울러
예약한 차량의 취소 가능 시간도 조정
됩니다.
당초 탑승(등교: 경유지 도착 / 하교: 학교 출발) 1시간 전까지 가능하였으나,
5.2.(금)부터 10분 전까지로 변경됩니다.
2025학년도 1학기 대구통학버스 운행 안내
□ 운행기간: 2025. 3. 4.(화) ~ 12. 22.(월) [계절학기 및 방학 별도 운행]
□ 운행노선: 등·하교 각 10개 노선
○ 전체 노선 및 등교 노선 승차 위치: [붙임] 참조
※
5.2.(금)부터 등교 노선 변경 운행
(변경 전산 반영: 4.30.(수) ~ 5.1.(목)) / 전산 반영 전까지는 현행 시간표가 나타나니 예약 및 이용에 유의
□ 이용방법
○ 학교 구성원에 한하여
""국립금오공대"" 앱
또는
홈페이지(bus.kumoh.ac.kr)
를 통한
예약 후 무료 탑승
○ 예약 및 취소
- 예약: 탑승일 7일 전 20:00부터 차량의 경유지 도착(하교: 학교 출발) 시각 직전까지 가능
- 취소: 예약 직후부터 차량의 경유지 도착(하교: 학교 출발)
10분 전
까지 가능[5.2.(금) 운행부터 해당]
- 학교 앱으로 통학버스 예약 시 ‘위치 설정’을 켜야 접속할 수 있습니다.",대구통학버스 | 공지사항 | 공지사항,https://www.kumoh.ac.kr/bus/notice.do?article.offset=0&articleLimit=10&articleNo=507607&mode=view,https://www.kumoh.ac.kr/bus/notice.do?article.offset=0&articleLimit=10&articleNo=507607&mode=view,data/fixtures/bus__notice.do__27de2066f248f1e9.html,www.kumoh.ac.kr,/bus/notice.do,bus,2025-09-23,,www.kumoh.ac.kr,body,553,1172,4e1ab7ac4ce1aa8628e9706c41633b4ef1edee700edc1dcda4b42c983e650157,f64cc7123807c360479de5dee490f26e686ee8ac6416e15dced93c93526eaabb,ko,
www_kumoh_ac_kr_bus_notice_do_0003,www_kumoh_ac_kr_bus_notice_do,"행부터 해당]
- 학교 앱으로 통학버스 예약 시 ‘위치 설정’을 켜야 접속할 수 있습니다.
○ 개인 간 승차권 매매 또는 양도 절대 불가: 매매 또는 양도 대상이 아니며, 적발 시 양측 모두 영구 탑승 불가 처리
○ 노쇼 방지를 위한 QR코드 스캔 도입[5.2.(금) 운행부터]
-
예약 좌석 착석 후 좌석에 비치된 QR코드 스캔(별도 첨부 파일 참조):
스캔 누락 시 노쇼로 간주되니 유의
-
노쇼 횟수별로 탑승 제재 부과: 1회 1주일 / 2회 1개월 / 3회 4개월
- 예약 후 탑승이 어려울 시 반드시 사전(10분 전까지-5.2.부터 적용)
에
취소
하시기 바랍니다.
-
네이버 앱 등 다른 앱 통한 QR 스캔 및 미예약 또는 취소 노선 QR 스캔 불가합니다.
(미인식 또는 오류 발생)
□ 탑승자 유의사항
○
차량 승하차 시의 휴대전화 사용은 안전사고 발생 가능성을 높이므로 자제
○ 차내는 밀폐, 밀집, 밀접하므로 호흡기 질환이 있는 경우 탑승 시 반드시 마스크 착용
○ 차량 탑승 중 대화·전화 통화 자제 및 식음료 섭취 금지
○ 기타 차량 운행 중 운전원 및 이용자의 안전에 위협이 되는 행위 금지
□ 이용문의
○ 문의처: 학생성공과 학생지원팀(054-478-7040)
",대구통학버스 | 공지사항 | 공지사항,https://www.kumoh.ac.kr/bus/notice.do?article.offset=0&articleLimit=10&articleNo=507607&mode=view,https://www.kumoh.ac.kr/bus/notice.do?article.offset=0&articleLimit=10&articleNo=507607&mode=view,data/fixtures/bus__notice.do__27de2066f248f1e9.html,www.kumoh.ac.kr,/bus/notice.do,bus,2025-09-23,,www.kumoh.ac.kr,body,1122,1729,f47260313d5f2ae27569d22cfd8c4d0dac61df4f16b4a1fbe62b343f66682272,f64cc7123807c360479de5dee490f26e686ee8ac6416e15dced93c93526eaabb,ko,
www_kumoh_ac_kr_bus_notice_do_0004,www_kumoh_ac_kr_bus_notice_do," 되는 행위 금지
□ 이용문의
○ 문의처: 학생성공과 학생지원팀(054-478-7040)
※ 구미통학버스 관련 내용은 총무과 재산관리팀(054-478-6779)으로 문의
학 생 성 공 처 장
이전글
대구통학버스 예약 오류 관련 공지
다음글
개교기념일(5.22.) 대구통학버스 미운행 안내
목록
Snapshot of
https://www.kumoh.ac.kr/bus/notice.do?article.offset=0&articleLimit=10&articleNo=507607&mode=view",대구통학버스 | 공지사항 | 공지사항,https://www.kumoh.ac.kr/bus/notice.do?article.offset=0&articleLimit=10&articleNo=507607&mode=view,https://www.kumoh.ac.kr/bus/notice.do?article.offset=0&articleLimit=10&articleNo=507607&mode=view,data/fixtures/bus__notice.do__27de2066f248f1e9.html,www.kumoh.ac.kr,/bus/notice.do,bus,2025-09-23,,www.kumoh.ac.kr,body,1679,1952,5af637b66b3224988fb167f0db1cd9e3d6577ad2d8ebe4c4bd11ad1fa1233a0d,f64cc7123807c360479de5dee490f26e686ee8ac6416e15dced93c93526eaabb,ko,
www_kumoh_ac_kr_bus_notice_do_0001,www_kumoh_ac_kr_bus_notice_do,"Fetched at: 2025-09-23T16:57:35
HOME
공지사항
공지사항
공지사항
검색
분류 선택
전체
제목 + 내용
제목
내용
작성자
검색어 입력
총
18
건의 자료가 있습니다. (1/2페이지)
통학버스 공지사항
번호
제목
첨부
작성자
등록일
조회
18
2025학년도 하계 계절학기 및 방학 대구통학버스 운행 안내
임기덕
2025-06-20
536
임기덕
2025-06-20
536
17
대구통학버스 예약 후 미탑승(노쇼) 제재 부과 알림
임기덕
2025-05-28
355
임기덕
2025-05-28
355
16
개교기념일(5.22.) 대구통학버스 미운행 안내
임기덕
2025-05-21
142
임기덕
2025-05-21
142
15
2025학년도 1학기 대구통학버스 운행 안내 ★등교노선 시간 변경, QR 노쇼 확인 실시, 취소가능 시간 조정★
임기덕
2025-03-04
2068
임기덕
2025-03-04
2068
14
대구통학버스 예약 오류 관련 공지
임기덕
2025-02-25
1068
임기덕
2025-02-25
1068
13
2024학년도 동계 계절학기 및 방학 대구통학버스 운행 안내
임기덕
2024-12-17
1458
임기덕
2024-12-17
1458
",대구통학버스 | 공지사항 | 공지사항,https://www.kumoh.ac.kr/bus/notice.do,https://www.kumoh.ac.kr/bus/notice.do,data/fixtures/bus__notice.do__2b16306defeedff8.html,www.kumoh.ac.kr,/bus/notice.do,bus,2025-09-23,,www.kumoh.ac.kr,body,0,604,399a630fd56a3d424d328e74c05fc71fb172bcb71a7787a4515f9e7608907a5a,f64fa8e06d35dcd45109883449b76ce169473ae427a76569cf16d8682b134138,ko,
www_kumoh_ac_kr_bus_notice_do_0002,www_kumoh_ac_kr_bus_notice_do,"학버스 운행 안내
임기덕
2024-12-17
1458
임기덕
2024-12-17
1458
12
10.2.(수) 하교 노선 탑승장소 변경 안내
임기덕
2024-09-26
788
임기덕
2024-09-26
788
11
2024학년도 2학기 대구통학버스 운행일정 변경 알림
임기덕
2024-09-19
901
임기덕
2024-09-19
901
10
2024학년도 2학기 대구통학버스 운행 안내
임기덕
2024-08-27
1847
임기덕
2024-08-27
1847
9
2024학년도 하계 계절학기 및 방학 대구통학버스 운행 안내
임기덕
2024-06-18
881
임기덕
2024-06-18
881
1
2
다음 페이지로 이동
맨 마지막 페이지로 이동
Snapshot of
https://www.kumoh.ac.kr/bus/notice.do",대구통학버스 | 공지사항 | 공지사항,https://www.kumoh.ac.kr/bus/notice.do,https://www.kumoh.ac.kr/bus/notice.do,data/fixtures/bus__notice.do__2b16306defeedff8.html,www.kumoh.ac.kr,/bus/notice.do,bus,2025-09-23,,www.kumoh.ac.kr,body,554,962,3d3d8d4e9cc777d516b99055c059312c95a171251bd084de401fe18cd38f614b,f64fa8e06d35dcd45109883449b76ce169473ae427a76569cf16d8682b134138,ko,
www_kumoh_ac_kr_bus_notice_do_0001,www_kumoh_ac_kr_bus_notice_do,"Fetched at: 2025-09-23T17:19:47
HOME
공지사항
공지사항
공지사항
검색
분류 선택
전체
제목 + 내용
제목
내용
작성자
검색어 입력
총
18
건의 자료가 있습니다. (2/2페이지)
통학버스 공지사항
번호
제목
첨부
작성자
등록일
조회
8
2024학년도 1학기 대구통학버스 운행 안내
임기덕
2024-02-23
3134
임기덕
2024-02-23
3134
7
2023학년도 동계 계절학기 및 방학 대구통학버스 운행 안내
임기덕
2023-12-19
1406
임기덕
2023-12-19
1406
6
2023학년도 2학기 대구통학버스 운행 안내
임기덕
2023-08-25
3139
임기덕
2023-08-25
3139
5
대구통학버스 예약 개시 시각 변경 안내
임기덕
2023-03-10
1785
임기덕
2023-03-10
1785
4
2023학년도 1학기 대구통학버스 운행 안내
임기덕
2023-02-21
3769
임기덕
2023-02-21
3769
3
2022학년도 동계 계절학기 및 방학 대구통학버스 운행 안내
임기덕
2022-12-19
1454
임기덕
2022-12-19
1454
2
2022학년도 2학기 대구통학버스 운행 변경 안내
임기덕
2022-08-29
",대구통학버스 | 공지사항 | 공지사항,https://www.kumoh.ac.kr/bus/notice.do?article.offset=10&articleLimit=10&mode=list,https://www.kumoh.ac.kr/bus/notice.do?article.offset=10&articleLimit=10&mode=list,data/fixtures/bus__notice.do__30138098dfc91578.html,www.kumoh.ac.kr,/bus/notice.do,bus,2025-09-23,,www.kumoh.ac.kr,body,0,608,17fb6f783e6b2b256cc55700e6f53a2812f6afc81d210fe972af8bc75019f991,5611fb04ad4ec8adc5f4895b0d8bbf6067fe052dc40c833f1ee28219d1e3cb36,ko,
www_kumoh_ac_kr_bus_notice_do_0002,www_kumoh_ac_kr_bus_notice_do,"1454
2
2022학년도 2학기 대구통학버스 운행 변경 안내
임기덕
2022-08-29
2369
임기덕
2022-08-29
2369
1
대구통학버스 이용자 유의사항 안내
최호영
2021-04-09
2431
최호영
2021-04-09
2431
맨 처음 페이지로 이동
이전 페이지로 이동
1
2
Snapshot of
https://www.kumoh.ac.kr/bus/notice.do?article.offset=10&articleLimit=10&mode=list",대구통학버스 | 공지사항 | 공지사항,https://www.kumoh.ac.kr/bus/notice.do?article.offset=10&articleLimit=10&mode=list,https://www.kumoh.ac.kr/bus/notice.do?article.offset=10&articleLimit=10&mode=list,data/fixtures/bus__notice.do__30138098dfc91578.html,www.kumoh.ac.kr,/bus/notice.do,bus,2025-09-23,,www.kumoh.ac.kr,body,558,815,044c6477b2a1409dc5c9542b1a846a5a1f52d91941864fe9b261749b0b1826f6,5611fb04ad4ec8adc5f4895b0d8bbf6067fe052dc40c833f1ee28219d1e3cb36,ko,
